1,0,0	[8.177946]	0.9680418301593602	1.757724601428407e-13
1,0,1	[6.7600017]	0.9478045624448587	2.181977604562601e-11
1,0,2	[10.53537]	0.9246908299763034	7.741058241661105e-10
1,0,3	[19.133778]	0.9255139806165809	6.959525568384697e-10
1,0,4	[0.90760607]	0.9889239026419754	4.791168301760361e-18
1,0,5	[11.408072]	0.9380031120552987	1.170520284538546e-10
1,0,6	[6.9265733]	0.9437329231022773	4.546368426435633e-11
1,0,7	[1.6730784]	0.9743828044716244	1.9762982925810884e-14
1,0,8	[0.76731306]	0.9941457920849023	8.328487776340845e-21
1,0,9	[1.7544483]	0.9817792746784507	3.643048227464083e-15
1,1,0	[8.193759]	0.97688512157032	7.144057538073479e-15
1,1,1	[18.476595]	0.9096353177570005	4.493560332135486e-09
1,1,2	[1.7921602]	0.9770331958054083	6.70347750724371e-15
1,1,3	[13.209528]	0.9415827224327071	6.555700314076565e-11
1,1,4	[0.8024278]	0.9898448962089136	2.0186505159026637e-18
1,1,5	[7.6992083]	0.9447359164818173	3.813957402311865e-11
1,1,6	[4.5898976]	0.9665356001101052	2.768525873489111e-13
1,1,7	[9.283654]	0.9452993974932381	3.4505805374440805e-11
1,1,8	[6.004381]	0.9631697420329363	7.118614040138781e-13
1,1,9	[2.0564578]	0.9729642741815456	1.4949964639229777e-13
1,2,0	[13.623892]	0.9565141885568231	3.645813541190959e-12
1,2,1	[8.126743]	0.9353592908802482	1.7575786974067546e-10
1,2,2	[1.6926026]	0.9828479084222816	3.7058231710266114e-16
1,2,3	[2.325654]	0.9861222112587935	4.516191815157057e-17
1,2,4	[1.1533883]	0.9833410175959012	2.773836953120441e-16
1,2,5	[0.28284478]	0.9929955388696243	4.984055016553906e-20
1,2,6	[1.8093288]	0.9840551738714282	1.7950301769313182e-16
1,2,7	[1.7126503]	0.9726096835288633	3.831079455544117e-14
1,2,8	[5.972854]	0.9452279516969818	3.4948693907716314e-11
1,2,9	[10.143816]	0.9285553869833593	1.2829469873192847e-09
1,3,0	[5.0001593]	0.9715893485493124	5.4995620745940383e-14
1,3,1	[9.4953]	0.9701028106459184	9.102186122025316e-14
1,3,2	[17.035498]	0.92041339214316	1.3208850815529532e-09
1,3,3	[11.548974]	0.9290554552217908	4.3402377530220385e-10
1,3,4	[0.79872394]	0.9889234134118212	4.793275338354808e-18
1,3,5	[6.713021]	0.9628389395189375	7.773771197673291e-13
1,3,6	[4.874026]	0.9690999073522969	1.2607670413115232e-13
1,3,7	[2.7231736]	0.9652328783215307	4.0341972263258915e-13
1,3,8	[0.50410295]	0.993053426076867	4.588231259433378e-20
1,3,9	[1.9842619]	0.9829820516070686	1.913080153482064e-15
1,4,0	[3.1699781]	0.9440243625621791	4.3215739235056047e-11
1,4,1	[7.2249904]	0.9543468231492653	5.876300574390136e-12
1,4,2	[6.3301973]	0.9483433054594764	1.9713768514316144e-11
1,4,3	[13.439797]	0.9417920909443239	6.330052721395218e-11
1,4,4	[1.3702837]	0.9839049913179366	1.9702320581756069e-16
1,4,5	[3.0846412]	0.960060064606527	1.5805393290842407e-12
1,4,6	[3.8430672]	0.9710441439426561	6.635898279878567e-14
1,4,7	[9.795979]	0.9534354252494632	7.133438182131689e-12
1,4,8	[8.535882]	0.9378354149525603	1.201723251204686e-10
1,4,9	[7.9065547]	0.9721898834984263	4.452706544564437e-14
1,5,0	[2.7128963]	0.9848048082005957	1.112439579874907e-16
1,5,1	[0.980866]	0.9917026875596923	2.6971527228357213e-19
1,5,2	[11.386455]	0.9262529784941406	6.318765281156507e-10
1,5,3	[12.750808]	0.9410892641593882	7.116253620845264e-11
1,5,4	[10.511941]	0.9314044521514172	3.130278136960493e-10
1,5,5	[2.8166451]	0.9702057333142744	8.797399187912725e-14
1,5,6	[7.1348553]	0.9484254455485782	1.9409196967966373e-11
1,5,7	[9.772496]	0.9268384493507122	5.849111473014482e-10
1,5,8	[5.3926373]	0.9530706589522876	7.700623795354219e-12
1,5,9	[6.2430515]	0.9608683343809699	1.2926338687290773e-12
1,6,0	[10.288643]	0.9367853429856129	1.4146060534848652e-10
1,6,1	[3.0140243]	0.9756808131379051	1.1812938367152474e-14
1,6,2	[10.317791]	0.9395165625556215	9.200365309103553e-11
1,6,3	[6.8673954]	0.9416484666805321	6.484081197934948e-11
1,6,4	[0.92119485]	0.9865221539121025	3.3766752221684773e-17
1,6,5	[8.936758]	0.9456530572422102	3.2386604590964824e-11
1,6,6	[1.1626186]	0.9848998696195767	1.0451810443068823e-16
1,6,7	[1.5826595]	0.9803239767871935	1.4473302773335032e-15
1,6,8	[20.223177]	0.9027824131071153	9.065140065090816e-09
1,6,9	[10.444147]	0.9555344704796984	4.537114248784342e-12
1,7,0	[11.943534]	0.9151252684114413	2.4576269796470583e-09
1,7,1	[3.0964112]	0.9779433945463099	4.490698652873267e-15
1,7,2	[4.5599594]	0.9812645982817362	8.90244622140113e-16
1,7,3	[10.363723]	0.9499275665651773	1.4533395972311605e-11
1,7,4	[0.624614]	0.9894390768362405	2.982030752277713e-18
1,7,5	[0.82615304]	0.9928932706810302	5.759052452319738e-20
1,7,6	[1.4668208]	0.9812467361695173	8.987024175194966e-16
1,7,7	[0.9135875]	0.9810963501250373	9.728247011995127e-16
1,7,8	[11.122059]	0.9474125533487581	2.347650551394545e-11
1,7,9	[12.40037]	0.9395182114900522	9.197921034338781e-11
1,8,0	[14.975715]	0.9573820869774382	2.9909629845740406e-12
1,8,1	[1.4493358]	0.991585252886555	3.102647253130507e-19
1,8,2	[1.0551234]	0.9862178082152195	4.2162212618075394e-17
1,8,3	[3.5284927]	0.9710388903897036	6.647803186223442e-14
1,8,4	[1.0601856]	0.9798599566634754	1.8237569987920264e-15
1,8,5	[10.591033]	0.9606613605071478	1.3614811064752102e-12
1,8,6	[1.9396614]	0.9692972996864592	1.1834723105677054e-13
1,8,7	[7.2091746]	0.9608005825813491	1.3148188357770983e-12
1,8,8	[8.603817]	0.9551375766621499	4.950551583369514e-12
1,8,9	[11.144448]	0.9407441081687457	7.533441001374357e-11
1,9,0	[7.2502017]	0.9599586831850383	1.620436506367853e-12
1,9,1	[8.127184]	0.9414096798359262	6.747601564708908e-11
1,9,2	[7.5111175]	0.9584113631187683	2.3523284908661354e-12
1,9,3	[13.994102]	0.9534165164027667	7.161893326409939e-12
